index,movie_id,movie_name,genres,overview,original_language
79,141,怵目驚魂28天,"[{'id': 14, 'name': '奇幻'}, {'id': 18, 'name': '剧情'}, {'id': 9648, 'name': '悬疑'}]",18歲的男主角東尼接受到來自奇幻空間的訊息。那個晚上，東尼接收到一個六腳畸形怪物的訊號，被召喚出他的房間，並被警告世界末日將至，而他是被選為宇宙中唯一的目標。數分鐘後，一架飛機引擎直闖唐尼家的屋頂，當場墜毀。唐尼因此幸運逃過一劫。然而接下來更多的幻覺不斷出現，在一股神秘力量的驅使下，唐尼進入一段自我毀滅、自我反省旅程，他開始相信世界將在28天內毀滅，而他的行徑與想法更是愈來愈詭譎怪異，而他週遭的親友、師長更因他改變而一一陷入恐慌、無法自拔的絕境。東尼察覺到，他必須利用他的智慧，來面對這非常奇特、詭譎的生命變化。他也開始了解，為了當一個真正的英雄，他必須先面對週遭老師、同學恐懼的態度……,en
80,142,斷背山,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",華人導演李安2006作品，並以本片勇奪2005威尼斯金獅獎，2006年金球獎最佳影片，最佳導演，最佳劇本以及最佳電影歌曲四項大獎，2006奧斯卡最佳導演獎。改編自美國女作家E.AnnieProulx的同名短篇小說，傑克葛倫霍(JakeGyllenhaal)、希斯萊傑(HeathLedger)、安海瑟薇(AnneHathaway)、三人攜手演出。故事描述牧場青年（希斯萊傑飾）與男牛仔（傑克葛倫霍飾）兩人於1963年的夏天在懷俄明州的斷背山相遇，進而相知相惜，然而在週遭的流言蜚語強烈的壓力下，他們不得不屈服於當時保守的環境，但仍然建立了永世不朽的情誼。在將近20年的光陰中，兩人從相識、分離、到各自婚娶；這段刻骨銘心、令人動容的珍貴情感，一直讓人難以忘懷…,en
81,145,破浪而出,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",上世紀70年代的蘇格蘭，一個略帶神經質的女子貝絲（EmilyWatson飾）不顧宗教束縛嫁給了石油工人亞恩（StellanSkarsgård飾）。恩愛生活並不長久，亞恩在一次石油作業中身負重傷，淪為癱瘓。貝絲非常難受，甚至覺得是自己的慾望導致了這個悲劇。為了喚醒丈夫的生命力，貝絲挑逗不同的男人，和他們發生關係，讓亞恩的病情可以被情慾的力量征服。丈夫的病情竟然有了好轉，然而，村裡的人都對貝絲投以唾棄的目光，貝絲亦被送進精神病院。為愛犧牲的信念在貝絲心中強烈燃燒，將再一次把她逼入絕境。,da
82,146,卧虎藏龍,"[{'id': 12, 'name': '冒险'}, {'id': 18, 'name': '剧情'}, {'id': 28, 'name': '动作'}, {'id': 10749, 'name': '爱情'}]",劍客李慕白與女鏢頭俞秀蓮互相傾慕，礙於世俗眼光，二人均不敢向對方表明心跡。一日，李攜同青冥寶劍到訪，拜託俞護送寶劍往京城，呈交鐵貝勒，李未能同行，俞若有所失。邊關要將之千金玉嬌龍與褓母回京，其家業早已富可敵國，但母親仍未心足，決定將女兒許配給門當戶對的富貴人家，好結姻親關係…,zh
83,147,四百擊,"[{'id': 18, 'name': '剧情'}]",電影史上最重要的作品．你不得不看的精典鉅作。新浪潮教父楚浮（FrançoisTruffaut）代表作，帶你進入自傳式的童年生活。安端．達諾（Jean-PierreLéaud飾）是個私生子，他與母親和繼父住在巴黎。父母對安端總是忽視甚至帶著排斥。雷內是安端是同班的好朋友。安端的功課不好，老師也視他為問題學生。安端和雷內都很討厭學校，於是二人相約一起蹺課在街上遊蕩看電影渡日。沒想到，安端居然在街上驚見他母親與情夫接吻！安端回到學校，隨口撤謊說母親死了做為蹺課的理由。當他的父母來到學校揭穿了他的謊言後，父親氣的給了安端一個耳光！安端生氣又傷心，但害怕受罰，所以留了封信後不敢回家。隔日，母親反而對安端百般討好，並答應只要保守好二人之間約定的「祕密」，便會給安端獎勵。之後，老師又硬說安端自鳴得意的文章是抄來的，安端一氣之下決心不再上學，好朋友雷內便把他藏在自己家中。為了要錢，安端深夜潛入繼父的辦公室偷了一台打字機，卻銷贓不成，只好再把打字機送回辦公室。然而不料此時偏偏碰到巡守的人，當場人贓俱獲。父親知道後氣的把安端送上法庭審判，再送到感化院。感化院內殘暴嚴苛的管教方式讓安端受不了被拘禁的生活。沒想到探望他的母親卻是頻頻責怪他，要他從此不必回家。安端在被拋棄的情況下從鐵網的洞鑽出逃離感化院。警哨聲在他身後響著，安端只能拖著愈來愈無力的腳步朝向海邊一直跑一直跑......《四百擊》是法國新浪潮揭竿起義之作，不僅是法國新浪潮的第一聲響炮，也是楚浮一系列以安端達諾這個角色為劇情中心的電影的開端（從1959年到1979年二十年間共有五部）。觀眾也跟著安端不同階段的人生境遇，看到片中男主角尚皮耶李奧的成長，以及楚浮創作心境上的轉變，成為電影史上最獨特的導演－演員－角色相互重疊又各自獨立發展的關係。在故事方面，《四百擊》影片最後，安端逃出教養院，三段不同距離及角度的長拍（僅三個鏡頭），將氣氛快速累積，直到最後那令人震撼的回眸，堪稱影史最經典的收尾之一。楚浮以本片獲得坎城影展最佳導演獎，開啟他燦爛的電影作者生涯。,fr
84,149,阿基拉,"[{'id': 16, 'name': '动画'}, {'id': 878, 'name': '科幻'}, {'id': 28, 'name': '动作'}]",日本動畫大師大友克洋的成名作，講述不久的未來，日本社會動盪不安，謠傳著世界末日即將來臨，不小心觸發神秘力量的少年，是否能帶領人類走上光明之路，或是毀滅？！,ja
85,152,星艦奇航記,"[{'id': 878, 'name': '科幻'}, {'id': 12, 'name': '冒险'}, {'id': 9648, 'name': '悬疑'}]",企業號結束五年探險任務之後，主要船員們都奔東西，寇克艦長（威廉薛特納）晉升為上將，企業號也大幅翻修，換上了新的戴克艦長。但是，突然有一團高能量雲團直衝地球而來，它所經之處，不管是星艦還是太空站，都被摧毀。於是，寇克接到了星際艦隊的指令-立即接掌企業號，執行緊急任務。身為新艦長的戴克心中很不是滋味，便常常和寇克有摩擦，但是後來兩人的心結也化解了。於是寇克集合了所有的主要船員，再加上暫貶為副艦長的戴克和新導航員伊麗亞，乘著改裝後的企業號，一起去拯救地球。,en
86,153,愛情不用翻譯,"[{'id': 35, 'name': '喜剧'}, {'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",故事發生在五光十色的東京，兩個美國人偶然的奇遇。鮑伯是職業倦怠的喜劇明星，正有氣無力地在日本拍攝廣告片。夏洛特剛剛嫁給醉心工作的知名攝影師。酒店的偶遇是這個冒險的開端，接下來他們將走遍這個大都市不為人知的角落，發現人生的新秘密......,en
87,154,星艦奇航記2：星戰大怒吼,"[{'id': 28, 'name': '动作'}, {'id': 12, 'name': '冒险'}, {'id': 878, 'name': '科幻'}, {'id': 53, 'name': '惊悚'}]",寇克艦長仍率領聯邦星艦企業號，進行例行性訓練任務，但他卻意欲求去，讓這次太空任務成為他的職場生涯中的最後一次任務。但寇克的死對頭可汗卻從獄中脫逃，並劫走極秘密的「創世計劃」，最後找上他的敵人寇克決一死戰…,en
88,155,黑暗騎士,"[{'id': 18, 'name': '剧情'}, {'id': 28, 'name': '动作'}, {'id': 80, 'name': '犯罪'}, {'id': 53, 'name': '惊悚'}]",黑暗的兩年過去了，犯罪之都高譚市又再度騷動不安，為了打擊犯罪，蝙蝠俠（克利斯汀貝爾飾）與戈登局長（蓋瑞歐德曼飾），決定聯手打擊罪犯，降低高譚市的犯罪率，他們還遊說嫉惡如仇的地檢署檢察官哈維丹特（亞倫艾克哈特飾）協助掃蕩犯罪。雖有丹特幫忙，但事情卻沒有想像中的順利。此時高譚市出現了一個自稱「小丑」（希斯萊傑飾）的詭異罪犯，瘋癲而令人完全無法捉摸，當小丑盯上蝙蝠俠，以接二連三的恐怖攻擊行動，要求蝙蝠俠公開自己的真實身分，讓高譚市頓時陷入空前恐慌，原本遊走在法律邊緣的蝙蝠俠，此刻更淪為眾矢之的，面臨前所未有的掙扎與煎熬……平靜的高譚市即將再掀風暴，正邪大戰一觸即發……,en
89,157,星艦奇航記3：石破天驚,"[{'id': 878, 'name': '科幻'}, {'id': 28, 'name': '动作'}, {'id': 12, 'name': '冒险'}, {'id': 53, 'name': '惊悚'}]",企業號的寇克艦長為了挽救因身體與靈魂分離而死亡的史伯克，因此集合了所有成員，再度登上企業號，他們必須在華肯行星上，將史伯克的身與靈再度結合在一起，正當他們返回史伯克的屍首所在處時，卻發現他的棺材竟然是空的…到底是誰幹下的事？而他們在華肯行星上所遇見的年輕男孩，又會是誰呢？,en
90,161,瞞天過海,"[{'id': 53, 'name': '惊悚'}, {'id': 80, 'name': '犯罪'}]",賭城富豪泰瑞班迪克(安迪賈西亞飾)籌備舉辦一場世界拳王錦標賽，這場有史以來最高金額一億五千萬美元的賽事吸引了無數人的目光，當然也燃起了丹尼歐遜(喬治克隆尼飾)的野心，準備奪取這筆史上最高額獎金。他親手挑選了十一名菁英份子，包括王牌拉斯堤(布萊德彼特飾)、扒手天王利努斯(麥特戴蒙)、爆破專家洛斯科(唐奇多爾)等人，只要他們能夠躲避賭場內數以百計的監視攝影機，穿過數量不明的紅外線偵測器，再神不知鬼不覺地閃過一批訓練精良、全副武裝的安全人員，最後炸開數噸重的保險金庫大門，那一億五千萬美元的酬勞就如探囊取物一般容易。但是深諳內情的人卻清楚地知道，去招惹泰瑞無異是與虎謀皮、自掘墳墓。就在這整個計劃進行到一半的時候，拉斯堤意外地發現丹尼的前妻正與泰瑞打得火熱，這是巧合？是天意？丹尼報復的動機？還是計劃的一部份，他們有可能成功地奪取一億五千萬美元並且安然抱得美人歸嗎？,en
91,162,剪刀手愛德華,"[{'id': 14, 'name': '奇幻'}, {'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",一位科學家住在一棟久無人跡的城堡裏，因為寂寞製作了一個男孩愛德華來陪他，只差手部尚未安裝完成，而留下一雙剪刀手。一天當科學家正要替愛德華換上正常的手時，卻突然猝死。不知過了多久，雅芳小姐發現愛德華，將他帶回人類生活的社區，剛開始大家很害怕，後來發現愛德華有一雙妙手，能修剪花木，便請他來家中修飾庭園，或是幫鄰居剪出各式新穎創意的髮型，受到大家的喜愛。因為一次意外事件，造成社區居民的不諒解，使愛德華最後回到原來的城堡，一個真正屬於他的天地....,en
92,163,瞞天過海2：長驅直入,"[{'id': 53, 'name': '惊悚'}, {'id': 80, 'name': '犯罪'}]",三年前丹尼歐遜（喬治克隆尼飾）夥同足智多謀的操盤手羅斯萊恩（布萊德彼特飾）、年輕氣盛的扒手金童萊納斯卡得威（麥特戴蒙飾）、心不在焉的爆破專家拜許（唐其鐸飾），以及鬼計神偷的開鎖高手法蘭克卡頓，一舉幹下史上最膽大妄為、金額最高的竊案，他們設下一場瞞天過海的高明騙局，潛入心狠手辣的黑道賭場老大泰瑞班奈狄掌管的貝拉吉賭場，把他藏在金庫的一億六千萬美元一毛不剩地全都幹走。丹尼歐遜領軍的竊盜集團平分這一億六千萬美元鉅款後，分別都想洗手不幹、走上正途，但是天不從人願，麻煩還是又找上門來，這讓丹尼那風華絕代的妻子泰絲（茱莉亞羅勃茲飾）感到非常傷腦筋。原來當初參與行動的一名成員竟然犯了頭號大忌，向賭場老闆班奈狄告密，於是他便決心對丹尼歐遜和他的同夥進行報復，並誓言要討回他的一億六千萬美元，另外還要加上利息，否則就會讓丹尼歐遜這夥人求生不得、求死不能。更令人吃驚的是，丹尼歐遜很快發現，班奈狄並不是唯一在找他們的角頭老大…,en
93,164,第凡內早餐,"[{'id': 35, 'name': '喜剧'}, {'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]","本片是根據楚門凱波特（TrumanCapote）的小說改編的名片，由永遠的玉女明星奧黛麗赫本領銜主演。出身鄉下的年輕姑娘荷莉（奧黛麗赫本）在紐約曼哈頓當高級交際花，她一心盼望能嫁個年長的金龜婿；荷莉的新鄰居（喬治比柏）是個被有錢女人包養的小白臉，但他卻一直夢想將來能成為作家。這齣經典文藝片贏得1960年的奧斯卡最佳原著音樂及最佳主題曲（""MoonRiver""），導演布萊克愛德華也以本片奪得最佳導演。",en
94,165,回到未來2,"[{'id': 12, 'name': '冒险'}, {'id': 35, 'name': '喜剧'}, {'id': 10751, 'name': '家庭'}, {'id': 878, 'name': '科幻'}]",在「回到未來」第一集中，馬帝（米高福克斯）與怪博士布朗（克里斯多夫洛伊）乘坐時光機器回到1955年，經過一連串驚險的經歷後，兩人終於回到了1985年。但是，平靜的日子過了沒多久，怪博士突然又闖入了馬帝的生活，因為他再度時光旅行前往未來時，發現了一些怪事，可能危及到馬帝未來的孩子，為了確保馬帝後代的未來，於是他與怪博士再度跳上了時光機，前往2015年。兩人到了2015年後，不但得應付未來種種怪異的環境，同時還得制服小混混畢夫。沒想到，畢夫竟然偷了詳細記錄50年來運動比賽輸贏的書，再利用時光機前往1955年，讓該時空的畢夫利用這本書在賭場上贏得千萬身價，從此作威作福，將純樸的小鎮變成了人間地獄！為了避免畢夫扭曲既有的歷史，馬帝與博士必須乘坐時光機，奔波於2015年、1985年、與1955年三個年代，將畢夫手上的書奪回。但說來容易做來難，時間一點一滴的流逝，兩人是否能成功呢？,en
95,166,第一次接觸,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}, {'id': 35, 'name': '喜剧'}]",薇卡（蘇菲瑪索飾）是個13歲的女孩，不同於班上的其他同學父母離異的狀況，她擁有一個完整的家庭，雖然她總是覺得被母親忽略，伴隨青春期到來的，除卻敏感的對父母之愛的需要，還有對異性情感的渴望。然而，父母的感情出現了裂痕，母親與薇卡的德語老師燃起了愛火花；而在舞會上認識的拉烏爾，讓她感受到初戀的美好同時也領會了愛情的傷害。有了初吻之後，愛情就能保鮮嗎？13歲的初戀能持續到多久？蘇菲瑪索憑借此片成為歐洲影壇著名的小明星。,fr
96,168,星艦奇航記4：搶救未來,"[{'id': 878, 'name': '科幻'}, {'id': 12, 'name': '冒险'}]",由寇克將軍領導的「企業號」太空船，因為接受到來自太陽系軌道的不明探測波，乃徵得組員同意，從二十三世紀的銀河重返二十世紀的地球，在三籓市營救了兩隻碩果僅存的座頭鯨，並把牠帶回星際銀河中。,en
97,169,終極戰士2,"[{'id': 878, 'name': '科幻'}, {'id': 28, 'name': '动作'}, {'id': 53, 'name': '惊悚'}]",1997年的洛杉磯，殘酷的外星殺手，來到這個毒販充斥、罪犯橫行的都市叢林，進行一連串的獵殺遊戲。離奇得兇殺案一件接一件地發生…,en
98,171,再一次接觸,"[{'id': 35, 'name': '喜剧'}, {'id': 10749, 'name': '爱情'}, {'id': 18, 'name': '剧情'}]",由《第一次接觸》的原班人馬拍攝的續集。小薇長大了兩歲，較前成熟，她在旅遊返家途中因調換護照而認識了一個中學生，兩人逐漸發生了感情。與此同時，小薇的父母各自發展事業，曾祖母也有了第二春，婷婷玉立的小薇面臨是否要初嘗禁果的抉擇……,fr
99,172,星艦奇航記5：終極先鋒,"[{'id': 878, 'name': '科幻'}, {'id': 28, 'name': '动作'}, {'id': 12, 'name': '冒险'}, {'id': 53, 'name': '惊悚'}]",星艦奇航記系列電影堂堂第五集！寇克船長難得休假，卻面臨有史以來最大的危機和前所未有的考驗，因為他不在，企業號就被叛徒劫走了，而企業號中埋藏有宇宙內部最高機密，若為歹徒所用，後果不堪設想…,en
100,174,星艦奇航記6：邁入未來,"[{'id': 878, 'name': '科幻'}, {'id': 28, 'name': '动作'}, {'id': 12, 'name': '冒险'}, {'id': 53, 'name': '惊悚'}]",在星曆9521.6年間，曾叱吒星際的企業號成員退休之際，星際敗類克林貢欲向各星際衛星求和，結束長時間對立，唯一條件是星際艦隊需撤出中立緩衝區，這項求和行動，企業號艦長寇克被推薦為護送謀和平大使，但當他邀約戈更一行登艦餐敘時，戈更返回克羅諾號後卻擊。,en
101,175,碧海藍天,"[{'id': 12, 'name': '冒险'}, {'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",雅克（尚馬巴克爾飾）與丹佐（尚雷諾飾）是自小在同一個地區成長，同樣都對潛水與海洋充滿熱愛，一向好勝的丹佐總是把雅克當做敵手，雅克則在一場意外中失去了父親，而遠走他鄉。長大後，丹佐成了世界潛水冠軍，並重遇沈醉於愛河的雅克與女友喬安娜（羅珊娜艾奎特飾），與雅克惺惺相惜的丹佐，邀請雅克一同參加潛水極限比賽，兩人展開一場名利、友情與信念的競賽。同時，隨著比賽的進行，雅克一次次突破極限來到深海，每次回來都更加沈溺於深海的幽藍中，喬安娜與雅克則陷入感情冷戰的膠著狀態。最後，在一場最後的對決中，雅克受了重傷卻仍發了瘋的獨自潛入水中，在深海裡，他看見了一隻海豚.....,fr
102,176,奪魂鋸,"[{'id': 27, 'name': '恐怖'}, {'id': 9648, 'name': '悬疑'}, {'id': 80, 'name': '犯罪'}]",當年輕的亞當(雷•沃納爾飾)漸漸從昏迷中醒來時，發現自己被鎖在一間破舊的地下室內，而在離他不遠的地方，還鎖著另外一個不知所措的人——勞倫斯醫生(卡利•艾維斯飾)。在他們兩個人的中間的地板上，是一名已經死去多時的男子，死屍滿身血污，手中還握著一把點三八口徑的手槍。亞當和勞倫斯誰也不知道自己究竟怎樣來到這個地方的，就在兩人疑惑之時，遺留在屋內的自動播放的錄音磁帶響了，磁帶命令勞倫斯必須在八小時內殺掉亞當，否則兩個人都會送命，並且勞倫斯的妻子艾莉森(莫妮卡•波特飾)和女兒也會被殺死。這時，兩人突然明白了。他們回想起當地警局的泰普警探(丹尼斯•格洛弗飾)最近正在調查的謀殺案，兩人意識到，他們已經成了一個外號叫“堅鋸”的變態殺人狂魔的掌上玩物，並且很快也將成為下一個被殺害的受害者，時間只剩下短短的幾小時，他們必須克服恐懼，弄清楚精心設計的圈套。殺人狂只留下一點點線索，以及兩把留在地板上的不起眼的手鋸。手鋸並不能鋸斷鐵銬，但卻足以切割一個人的血肉和骨頭。,en
103,177,奇幻城市,"[{'id': 35, 'name': '喜剧'}, {'id': 18, 'name': '剧情'}]",以言辭聳動犀利著稱的叩應節目主持人傑克(傑夫布里吉，《第六感女神》)因一位情緒不穩定的聽眾聽從他嘲諷的建議，拿槍掃射酒吧裡的群眾，因而變得消沈且自責不已。三年後他因緣際會被一個活在自我幻想世界裡的瘋子派瑞（羅賓威廉斯，《變人》）所救，後來還發現派瑞的妻子便是三年前酒吧裡的無辜受害者，而派瑞受不了摯愛妻子亡故的打擊，才會從原本的大學教授變成一個淪落街頭的可愛瘋子。為了彌補罪過，傑克起先想以金錢幫助派瑞卻遭拒絕，反而被派瑞說服幫他找尋聖杯。,en
104,179,雙面翻譯,"[{'id': 80, 'name': '犯罪'}, {'id': 53, 'name': '惊悚'}]",,en
105,180,關鍵報告,"[{'id': 28, 'name': '动作'}, {'id': 53, 'name': '惊悚'}, {'id': 878, 'name': '科幻'}, {'id': 9648, 'name': '悬疑'}]",如果，壞人還沒有犯下罪行之前，就先被繩之以法，那麼，世界上是不是就不會有壞人的存在？在未來的世界，這樣一套完美的司法制度終於產生。「它」，可以預知即將發生的罪行，通知司法人員前往追拿犯人，儘管這些人還沒有犯下罪行。2054年，華盛頓D.C.，所有的謀殺者都在動手前被消滅。未來成為可見的，一切罪行在犯下前，就先接受了處罰。司法部的核心組織中，有一群頂尖的『未來警察』，任何再隱匿低調的足以指控的犯罪證據，不論時間、地點或細節，都無法逃出他們的掌握；3個具有超自然力量的人類，擁有預知未來，並永不出錯的能力。這是一個最先進也最完美的犯罪防禦系統，沒有誰能比其中最優秀的約翰安德頓警長（湯姆克魯斯飾演）更致力於預先打擊犯罪了。曾遭遇重大創傷的約翰安德頓，將所有的熱情投注在這個系統，渴望幫助更多的人免於遭受他所經歷過的悲劇和重大失落…約翰安德頓對這套系統有最大的信心，直到…他自己成為頭號嫌疑犯…。作為該單位的頭頭，約翰安德頓當然如同往常，第一個預見謀殺案發生境況。但眼前出現的東西非常不尋常，裡面被殺的人他完全不認識，但是，謀殺者的臉孔卻再熟悉不過---那是他自己；約翰安德頓將在36個小時內，殺死一個完全陌生的人！現在，約翰安德頓的死對頭丹尼威沃領著原先隸屬於他的小組，亦步亦趨地追蹤著他。約翰安德頓必須躲過這個高度先進的未來城市裡，精密嚴謹的監視網；在這裡，你踏出的每一部都在監控中，你開的車也永遠被另一隻看不見的手所操縱，你只能依賴看得見的東西來告訴全世界，你是誰、你是一個怎樣的人、你想要什麼、你要去哪裡。因為你躲不掉！…無計可施向這個犯罪預防機制證明自己清白的約翰安德頓，唯一能做的是就是循線追溯，找到造成一切的根源：到底，到底是什麼讓他陷入這種情境？在此同時，約翰安德頓也被迫自問，6年來致力且深信不疑的這套系統，究竟有著什麼樣的問題？,en
106,184,黑色終結令,"[{'id': 80, 'name': '犯罪'}, {'id': 53, 'name': '惊悚'}, {'id': 18, 'name': '剧情'}]",賈姬是個空中小姐，她為了補貼微薄的薪資，利用職務之便替黑道羅比偷渡槍械販賣並走私貨款到美國，直到有一天聯邦探員和洛城警探在機場當場把她逮個正著。兩名警察脅迫她協助他們整垮羅比，否則就要送進牢裡。一名保釋公司老闆因為暗戀賈姬而將她解救出來，他們兩人想出一個天衣無縫的計畫，想要讓黑道和警方自相殘殺，問題是羅比的手下路易斯和米蘭妮卻各懷鬼胎，賈姬假裝和雙方合作，希望騙過他們，並帶著五十萬元現金逍遙國外...。,en
107,185,發條橘子,"[{'id': 878, 'name': '科幻'}, {'id': 18, 'name': '剧情'}]",禁片之王，影史上最重要的電影之一！《2001太空漫遊》、《鬼店》傳奇名導史丹利庫伯力克超爭議名作。榮獲第33屆威尼斯影展最佳外語片，第37屆紐約影評人協會最佳電影、最佳導演獎，榮獲第44屆奧斯卡最佳影片、導演、改編劇本提名。電影改編自安東尼伯吉斯所著小說，講述英國未來社會一名惡霸青年亞力克，帶領幾名混混四處作惡，在一次行搶中被同黨拋下，因而被當局逮捕，作惡多端的他被判社會制裁，剝奪自由意志。經過一連串的洗腦與改造，亞力克再也不同，只要興起一點作惡的念頭，他就會噁心嘔吐，成了一個溫馴的兔寶寶，以前一同作惡的同夥現在反而成為警察，遭到他暴力對待的人也前來報復，但他怎麼也還不了手。作惡多端四人組的青年首腦，有兩大極端嗜好，一是姦淫擄掠，二是聽貝多芬。某日他與狐群狗黨四處作惡，闖入某作家宅邸，把作家打到殘廢，並強姦其妻後揚長而去。後來，他又因另一樁殺人案遭到逮捕，為減輕刑責自願參與一項「人格改造」實驗，成功變身為無力作惡的模範青年...。,en
108,186,關鍵密碼,"[{'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}, {'id': 80, 'name': '犯罪'}, {'id': 9648, 'name': '悬疑'}]",史萊文（JoshHartnett飾）借住在朋友尼克的公寓，沒想到尼克卻因為積欠「老闆」的錢，偷偷先落跑了…。債主「老闆」是紐約兩大地下勢力之一的頭頭，他和另一惡勢力的首腦「拉比」倆人為敵已久。「老闆」想暗殺「拉比」的兒子洩恨，於是命令手下去找尼克，逼他執行這個任務來抵債…。「老闆」手下帶著一本秘密帳冊來到了尼克的公寓逮回了史萊文。「老闆」見此人並非尼克，三令五申後放回史萊文。才剛踏進公寓，史萊文卻又被「拉比」的人給帶走了…，史萊文一下成為紐約兩大惡勢力爭相「邀請」的關鍵人物，間接也使紐約警探開始追查他…。究竟秘密帳冊記載了什麼？史萊文真的是關鍵人物嗎？,en
109,187,萬惡城市,"[{'id': 53, 'name': '惊悚'}, {'id': 28, 'name': '动作'}, {'id': 80, 'name': '犯罪'}]",本片改編自法蘭克米勒的成人暢銷漫畫作品，「萬惡城市」系列漫畫一共７集，電影版本只取了其中３個故事，由鬼才導演勞勃羅瑞格茲與法蘭克米勒共同執導的首部作品。以兩千八百萬美元勇奪北美首周票房冠軍，演員陣容包括布魯斯威利、米基洛克、潔西卡艾巴、班尼西歐狄托羅、喬許哈奈特、布蘭妮墨菲、克里夫歐文等。萬惡城市中，警察與黑道一樣腐敗，米基洛克飾演的「不敗戰士」發現女友竟然被謀殺在家中，於是展開一連串的復仇行動....,en
110,189,萬惡城市：紅顏奪命,"[{'id': 80, 'name': '犯罪'}, {'id': 28, 'name': '动作'}, {'id': 53, 'name': '惊悚'}]",在這個正義無法獲得伸張的城市，復仇的渴望如此強烈，目無王法的殺人犯也被私刑者如影隨形地盯著。所有的善人惡人都在萬惡城市裡著名的格提酒吧聚集。本片的一開場就是粉絲們最喜愛的故事-「另一個周末夜」，馬弗(米基洛克飾)發現自己身陷一場大屠殺中，他卻不記得之前發生了什麼事。「漫長厄夜」則是年輕又高傲的賭徒強尼(喬瑟夫高登李維飾)對上貝森市最大的惡棍參議員洛克(鮑爾斯布斯飾)的故事。最核心的故事是米勒著名的「紅顏奪命」，講述迪威麥卡錫(喬許布洛林飾)和他的摯愛、同時也是他的夢魘的女人」愛娃羅特(伊娃葛林飾)最終對決的故事。「南希的最後之舞」則是南希卡拉漢(潔西卡艾芭飾)發現約翰哈迪根(布魯斯威利飾)為了保護她而自殺後的故事。南希因悲傷和憤怒而陷入瘋狂，最終展開一場不計代價的大復仇。,en
111,192,薔薇的記號,"[{'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}, {'id': 9648, 'name': '悬疑'}]",在十四世紀，一個重要宗教會議，突遭五名神秘殺手破壞。英國聖芳濟各會修士威廉（史恩康納萊）負責追查幕後元兇，威廉在年青隨從（克里斯汀史萊特）協助下，一步一步向真相逼近，豈料，跟他作對的宗教裁判官貝納多（莫瑞亞伯拉罕）也來到了修道院。貝納多決意以酷刑杜絕一切異說，假如威廉堅持繼續追緝元兇，被追緝的將是威廉自己。,en
112,193,星艦奇航記7：日換星移,"[{'id': 878, 'name': '科幻'}, {'id': 28, 'name': '动作'}, {'id': 12, 'name': '冒险'}, {'id': 53, 'name': '惊悚'}]",StarTrek系列，又有「星際爭霸戰」、「星艦迷航記」、「星際奇旅」、「星艦奇航記」等譯名。它是由EugeneWesleyRoddenberry創造的，是涵蓋有六代電視劇共726集、十部電影(第十一部將於2008上映)，是科幻娛樂界史上最受歡迎的名字之一，它亦是電視史上受歡迎的系列影集之一。時間建立在二十至二十四世紀，以並行宇宙與星際聯盟的概念為主所延伸出的故事。電影版第七集中，乘坐新企業號試航的柯克船長，於處女行中迷失於時空中，另一個一百多年後時空中企業號企業號艦長皮卡，無意間救起物理學家索朗，卻不知道其實他心懷鬼胎，準備摧毀企業號及兩萬條人命，為了千萬人民，皮卡轉而向企業號元老艦長寇克求助，兩人攜手同心共抗邪惡的索朗。,en
113,194,艾蜜莉的異想世界,"[{'id': 35, 'name': '喜剧'}, {'id': 10749, 'name': '爱情'}]",艾蜜莉，巴黎蒙馬特的咖啡館女侍，獨自住在五樓小公寓，她喜歡收集石頭打水瓢、拿湯匙輕敲焦糖布丁、伸手探進榖袋的最深處。有天她意外發現：浴室裡藏了個四十年前小男孩的聚寶盒，歷經千辛萬苦，終於物歸原主；她看見老先生臉上激動的淚光，童年記憶湧現……。艾蜜莉決定：從此行俠仗義，默默幫助身邊人，解決生命中的小缺憾。老公外遇、整天以淚洗面的公寓管理員，獨居作畫、足不出戶的玻璃先生，細心待客、卻被老闆鴨?欺負的雜貨店小弟，身體虛弱、神經兮兮的香煙攤太太，慘遭拋棄、繼續死纏爛打的怪叔叔，以及母親過世後、自閉沉溺哀傷的艾蜜莉老爸，艾蜜莉都用最意想不到的方式，改變他們的命運。然而，艾蜜莉自己呢？,fr
